Event ID,Event time,User name,Event name,Resource type,Resources,AWS region,Error code,Source IP address
37130715-e1d3-432f-8b62-e30e5ed5dfb1,"2020-06-26, 02:28:53 PM",G3k,RunInstances,EC2 VPC and 5 more,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-0ea2e644348969ef4""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-0c6b1d09930fac512""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-08391fbecfa33ad07""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-05643ef845a7ca2e9""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""UDARR-Application""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-039f0eb040561d5d8""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0651710202c4b0e6d""}]",us-east-1,,69.115.180.74
b7c110a6-4965-460e-b026-ed2887e22595,"2020-06-26, 02:28:53 PM",G3k,RunInstances,EC2 VPC and 5 more,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-0ea2e644348969ef4""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-0c6b1d09930fac512""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0a8f1b0db4118206a""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-048e760d7e654d96e""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""UDARR-Application""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-039f0eb040561d5d8""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0651710202c4b0e6d""}]",us-east-1,,69.115.180.74
bda52ac9-42bc-4408-a82f-dd38ccd3a621,"2020-06-26, 02:28:53 PM",G3k,RunInstances,EC2 VPC and 5 more,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-0ea2e644348969ef4""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-0c6b1d09930fac512""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-034eeef4921cabf91""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-04f6880db3532bbf9""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""UDARR-Application""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-039f0eb040561d5d8""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0651710202c4b0e6d""}]",us-east-1,,69.115.180.74
e06cbac8-c4d1-4462-ba62-5287f18b70e1,"2020-06-26, 02:28:53 PM",G3k,RunInstances,EC2 VPC and 5 more,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-0ea2e644348969ef4""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-0c6b1d09930fac512""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-082364e9c61636cc4""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0ab35e52741646031""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""UDARR-Application""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-039f0eb040561d5d8""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0651710202c4b0e6d""}]",us-east-1,,69.115.180.74
1b800ee8-8dea-4bb7-9b87-2cf63b931b03,"2020-06-26, 12:21:15 PM",G3k,TerminateInstances,EC2 Instance,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0210985b4c47826fd""}]",us-east-1,,69.115.180.74
ac47a9e6-7f44-4849-b9b4-f3817aeed8aa,"2020-06-26, 12:21:15 PM",G3k,TerminateInstances,EC2 Instance,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-020447ff8b51de06b""}]",us-east-1,,69.115.180.74
3fbc98b1-13ec-433b-9a2d-ca430031771f,"2020-06-26, 12:17:29 PM",s3_File_upload_Function,CreateLogStream,,,us-east-1,,3.91.19.127
af16d602-c702-4b89-b6f4-e70234535335,"2020-06-26, 12:16:40 PM",,SharedSnapshotVolumeCreated,,,us-east-1,,ec2.amazonaws.com
c1bf3a28-2543-4fec-829d-d57aa67e988e,"2020-06-26, 12:16:40 PM",,SharedSnapshotVolumeCreated,,,us-east-1,,ec2.amazonaws.com
5562cb6a-e240-483e-9fb8-962a89ae5cbb,"2020-06-26, 12:16:35 PM",G3k,RunInstances,EC2 VPC and 5 more,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-0ea2e644348969ef4""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-0c6b1d09930fac512""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0875212e1f76a3dc7""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-020447ff8b51de06b""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""UDARR-Application""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-039f0eb040561d5d8""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0651710202c4b0e6d""}]",us-east-1,,69.115.180.74
8bdd5548-02c8-4d34-b029-c7ec7d36367a,"2020-06-26, 12:16:35 PM",G3k,RunInstances,EC2 VPC and 5 more,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-0ea2e644348969ef4""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-0c6b1d09930fac512""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-00c39a0d7d0558a4d""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0210985b4c47826fd""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""UDARR-Application""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-039f0eb040561d5d8""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0651710202c4b0e6d""}]",us-east-1,,69.115.180.74
a8d13b8d-63ff-48a0-982d-82e08eb2ab6a,"2020-06-26, 11:54:10 AM",gayathri.kasarla,ConsoleLogin,,,us-east-1,,69.115.180.74
03ce3460-a94a-4e48-ab9d-bbe1f53bbeae,"2020-06-26, 11:52:30 AM",CloudTrail,CreateTrail,CloudTrail Trail and 1 more,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:526919081086:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""ud.prim.s3.trails""}]",us-east-1,,69.115.180.74
199eeaa7-73e2-4eae-9f10-50e4c68a5ed9,"2020-06-26, 11:52:30 AM",CloudTrail,PutBucketPolicy,S3 Bucket,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""ud.prim.s3.trails""}]",us-east-1,,69.115.180.74
9d995c6f-597f-47a3-b0b2-04b7824322ef,"2020-06-26, 11:52:30 AM",CloudTrail,StartLogging,CloudTrail Trail,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""}]",us-east-1,,69.115.180.74
c66ef6ae-604b-4672-a15d-c1ebd6db8941,"2020-06-26, 11:52:30 AM",CloudTrail,PutEventSelectors,CloudTrail Trail,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:526919081086:trail/Udacity_Trail""}]",us-east-1,,69.115.180.74
60b2bdc9-be9f-4f82-8c74-5100e1538deb,"2020-06-26, 11:52:29 AM",CloudTrail,CreateBucket,S3 Bucket,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""ud.prim.s3.trails""}]",us-east-1,,69.115.180.74
82f8b328-9625-43e9-87e2-fb8a12d74849,"2020-06-26, 11:43:04 AM",CloudTrail,ConsoleLogin,,,us-east-1,,69.115.180.74
fd73bcf9-ba60-4f53-9df6-3bebb1c7b650,"2020-06-26, 11:25:06 AM",gayathri.kasarla,UpdateAccountPasswordPolicy,,,us-east-1,,69.115.180.74
9f721ae3-91a0-455d-9b05-72cb5583af4b,"2020-06-26, 11:23:30 AM",gayathri.kasarla,ConsoleLogin,,,us-east-1,,69.115.180.74
27407373-fa49-480d-acb0-dc6988fe37bd,"2020-06-25, 09:59:48 PM",gayathri.kasarla,DeleteAlarms,CloudWatch Alarm,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""udacity_location-WriteCapacityUnitsLimit-BasicAlarm""},{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""udacity_location-ReadCapacityUnitsLimit-BasicAlarm""}]",us-east-1,,69.115.180.74
2d73cf75-e1dd-4e72-933d-fe9f88528ca5,"2020-06-25, 09:59:48 PM",gayathri.kasarla,DeleteTable,DynamoDB Table,"[{""resourceType"":""AWS::DynamoDB::Table"",""resourceName"":""udacity_location""},{""resourceType"":""AWS::DynamoDB::Table"",""resourceName"":""732539f2-fa9c-4478-a2fc-b52a090918d7""},{""resourceType"":""AWS::DynamoDB::Table"",""resourceName"":""arn:aws:dynamodb:us-east-1:526919081086:table/udacity_location""}]",us-east-1,,69.115.180.74
d6b2bed2-c12a-429b-b08a-d3525dd33f8f,"2020-06-25, 09:55:36 PM",gayathri.kasarla,ListContributorInsights,,,us-east-1,,69.115.180.74
20891a06-34ba-4a0e-9e33-12ba6ada5bf1,"2020-06-25, 09:53:51 PM",gayathri.kasarla,ListContributorInsights,,,us-east-1,,69.115.180.74
38c1d58a-ee79-4a18-b8a3-1b965ac933ad,"2020-06-25, 09:53:37 PM",gayathri.kasarla,PutMetricAlarm,CloudWatch Alarm,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""udacity_location-ReadCapacityUnitsLimit-BasicAlarm""}]",us-east-1,,69.115.180.74
45b0dad8-19fe-404a-93c0-e69b1fa37eca,"2020-06-25, 09:53:37 PM",gayathri.kasarla,CreateTopic,SNS Topic,"[{""resourceType"":""AWS::SNS::Topic"",""resourceName"":""arn:aws:sns:us-east-1:526919081086:dynamodb""}]",us-east-1,,69.115.180.74
ded4626f-4f60-4cd7-bd7b-9a1eebb00977,"2020-06-25, 09:53:37 PM",gayathri.kasarla,PutMetricAlarm,CloudWatch Alarm,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""udacity_location-WriteCapacityUnitsLimit-BasicAlarm""}]",us-east-1,,69.115.180.74
f0c615b8-649b-4dec-a62f-aaf2c6893017,"2020-06-25, 09:53:37 PM",gayathri.kasarla,CreateTable,DynamoDB Table,"[{""resourceType"":""AWS::DynamoDB::Table"",""resourceName"":""udacity_location""},{""resourceType"":""AWS::DynamoDB::Table"",""resourceName"":""732539f2-fa9c-4478-a2fc-b52a090918d7""},{""resourceType"":""AWS::DynamoDB::Table"",""resourceName"":""arn:aws:dynamodb:us-east-1:526919081086:table/udacity_location""}]",us-east-1,,69.115.180.74
73c27010-5ef1-41e4-b444-cbc26ddb68aa,"2020-06-25, 09:34:27 PM",s3_File_upload_Function,CreateLogStream,,,us-east-1,,34.207.97.238
b899af8e-3ddd-4c8e-a215-b424866e2698,"2020-06-25, 09:34:27 PM",s3_File_upload_Function,CreateLogGroup,,,us-east-1,,34.207.97.238
cfb1c29b-89d2-436b-b1f5-182b85fb7b19,"2020-06-25, 09:34:27 PM",s3_File_upload_Function,CreateLogStream,,,us-east-1,ResourceNotFoundException,34.207.97.238
83737b46-d40c-49f6-82d9-45c3e3bad57a,"2020-06-25, 09:32:19 PM",gayathri.kasarla,UpdateFunctionCode20150331v2,Lambda Function,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""s3_File_upload_Function""}]",us-east-1,,69.115.180.74
98057e81-f1ee-4533-ae46-f477f0f9ea98,"2020-06-25, 09:30:48 PM",gayathri.kasarla,PutBucketNotification,S3 Bucket and 1 more,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""my-tf-demo-s3bucket""},{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""arn:aws:lambda:us-east-1:526919081086:function:s3_File_upload_Function""}]",us-east-1,,69.115.180.74
473f40b9-df3f-4fca-9426-68df0de7b419,"2020-06-25, 09:30:47 PM",gayathri.kasarla,AddPermission20150331v2,Lambda Function,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""arn:aws:lambda:us-east-1:526919081086:function:s3_File_upload_Function""}]",us-east-1,,69.115.180.74
23f752f8-85d3-443d-aafe-2dd3222612c4,"2020-06-25, 09:29:33 PM",gayathri.kasarla,CreateFunction20150331,Lambda Function,"[{""resourceType"":""AWS::Lambda::Function"",""resourceName"":""s3_File_upload_Function""}]",us-east-1,,69.115.180.74
96750e71-0214-4865-88ca-2441cdb87cab,"2020-06-25, 09:29:29 PM",gayathri.kasarla,CreateFunction20150331,,,us-east-1,InvalidParameterValueException,69.115.180.74
7c8cd692-fb3f-4c29-9281-965c328001aa,"2020-06-25, 09:29:27 PM",gayathri.kasarla,CreateFunction20150331,,,us-east-1,InvalidParameterValueException,69.115.180.74
8b02f733-12c5-4943-8673-dac94020c73a,"2020-06-25, 09:29:26 PM",gayathri.kasarla,CreateFunction20150331,,,us-east-1,InvalidParameterValueException,69.115.180.74
37b43322-1c2a-49e4-898d-7d59f761bc5f,"2020-06-25, 09:29:25 PM",gayathri.kasarla,CreateRole,,,us-east-1,,69.115.180.74
57ea204c-995b-4842-9683-031afe65494a,"2020-06-25, 09:29:25 PM",gayathri.kasarla,AttachRolePolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::526919081086:policy/service-role/AWSLambdaBasicExecutionRole-de5e4678-071d-4ef5-ba8c-892ebb4a8309""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""s3_File_upload_Function-role-xtg3e79d""}]",us-east-1,,69.115.180.74
f06dd4bf-a2ab-4459-a62d-d75edd194a0b,"2020-06-25, 09:29:25 PM",gayathri.kasarla,CreatePolicy,IAM Policy,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""ANPAXVLWTDR7LOHL7LZD4""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::526919081086:policy/service-role/AWSLambdaBasicExecutionRole-de5e4678-071d-4ef5-ba8c-892ebb4a8309""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""AWSLambdaBasicExecutionRole-de5e4678-071d-4ef5-ba8c-892ebb4a8309""}]",us-east-1,,69.115.180.74
10a90017-9cde-4b76-a008-576747edfe02,"2020-06-25, 08:05:58 PM",G3k,TerminateInstances,EC2 Instance,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-02474008a803716a9""}]",us-east-1,,69.115.180.74
48667da2-92eb-4bac-8446-c361d6ea5ace,"2020-06-25, 08:05:58 PM",G3k,TerminateInstances,EC2 Instance,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0f7d7bce94c7701ae""}]",us-east-1,,69.115.180.74
6bd80d73-2ebd-42f9-a3da-0689bb9c9410,"2020-06-25, 08:03:50 PM",,SharedSnapshotVolumeCreated,,,us-east-1,,ec2.amazonaws.com
6bf2397b-baf8-42b0-9199-44809f073105,"2020-06-25, 08:03:48 PM",,SharedSnapshotVolumeCreated,,,us-east-1,,ec2.amazonaws.com
d2ded8a2-b6ec-49ea-a30a-01402dea5b2f,"2020-06-25, 08:03:45 PM",G3k,RunInstances,EC2 VPC and 5 more,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-0ea2e644348969ef4""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-0c6b1d09930fac512""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0c8f095e565e1dd3c""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-02474008a803716a9""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""UDARR-Application""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-039f0eb040561d5d8""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0651710202c4b0e6d""}]",us-east-1,,69.115.180.74
d680efed-e4af-483a-8ac1-954935f3292f,"2020-06-25, 08:03:44 PM",G3k,RunInstances,EC2 VPC and 5 more,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-0ea2e644348969ef4""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-0c6b1d09930fac512""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-076c926c2db578dc4""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0f7d7bce94c7701ae""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""UDARR-Application""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-039f0eb040561d5d8""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-0651710202c4b0e6d""}]",us-east-1,,69.115.180.74
6f175f5d-c62a-4228-ad54-1eaf71fb9faa,"2020-06-25, 07:59:03 PM",gayathri.kasarla,PutBucketVersioning,S3 Bucket,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""my-tf-demo-s3bucket""}]",us-east-1,,69.115.180.74
e714806c-5a70-443f-8672-1e88e3f0c3bc,"2020-06-25, 07:58:29 PM",gayathri.kasarla,ConsoleLogin,,,us-east-1,,69.115.180.74
a1fce1e0-eea8-42f4-ac13-b6119b06e7f3,"2020-06-25, 02:44:14 PM",gayathri.kasarla,ConsoleLogin,,,us-east-1,,65.219.224.250
